CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,23.84
525.0,0.0,0.0,190.90690501698495,0.0,1125.0,613.0,28.0,35.87
349.0,0.0,0.0,192.0,0.0,1047.0000000000002,806.0,28.0,42.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,9.87
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3.0,24.45
393.0,0.0,0.0,192.0,0.0,940.0,801.0,67.3858979439234,54.6
154.0,144.0,112.0,220.0,9.0,923.0,658.0,83.70040364950677,6.88
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,28.99
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,37.36
286.3,190.1,0.0,144.7,23.4,1004.6,803.7,28.0,52.43
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,46.93
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,59.59
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,48.4
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.38
172.4,11.777344331465184,172.4,156.8,4.1,1006.3,856.4,56.0,36.3
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28.0,34.24
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,29.79
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28.0,70.7
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,56.5
172.4,13.6,172.4,156.8,3.4,1007.3,856.4,56.0,61.86
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.18
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,22.84
313.0,0.0,0.0,185.0,8.0,1046.0,689.0,28.0,36.35
339.2,0.0,0.0,197.9,6.0,968.0,781.2,91.0,54.6
382.0,0.0,0.0,186.0,0.0,1047.0,758.0,90.0,37.17
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,9.74
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,39.94
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,40.68
350.0,0.0,0.0,192.0,0.0,974.0,849.0,7.0,18.91
289.0,0.0,0.0,192.0,0.0,889.8,811.0,28.0,24.1
385.0,0.0,0.0,182.0,3.9,966.0,763.0,28.0,43.38
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,60.95
288.0,192.0,0.0,192.0,0.0,932.0,721.0,28.0,45.84
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,33.01
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,37.17
285.0,0.0,94.0,221.0,7.222907130162125,938.0,845.0,28.0,15.44
379.5,177.25063365400493,0.0,153.9,15.9,935.4,605.0,3.0,35.3
252.5,0.0,0.0,185.7,0.0,1111.1750176573169,784.3,7.0,17.37
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,46.39
238.1,0.0,94.1,186.7,7.0,949.9,847.0,8.967345096462001,13.29
190.0,0.0,125.2,166.6,9.9,1053.6,776.4,14.0,13.66
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,44.33
198.2871792177369,15.0,132.0,168.0,5.9,966.4053418866242,730.0,28.0,13.82
380.0,0.0,0.0,228.0,0.0,932.0,670.0,313.46944690382406,43.06
349.0,0.0,0.0,192.00000000000006,0.0,1047.0,806.0,7.0,25.1
173.8,50.1,173.8,160.6,11.8,973.4,875.6,56.0,60.29
382.0,0.0,0.0,192.0,0.0,1047.0,739.0,90.0,37.27
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,10.39
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,17.54
252.0,97.0,76.0,194.11679707321528,8.0,835.0,821.0,28.0,22.95
480.0,0.0,0.0,185.7,0.0,1120.0,714.3,28.0,60.32
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,39.06
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,55.6
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56.0,67.57
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,68.1
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,8.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,40.71
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,60.29
322.2,106.3,0.0,137.8,11.4,852.1,840.5,28.0,38.46
133.0,209.4,0.0,192.0,0.0,883.0,863.0,28.0,44.21
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,54.9
236.0,0.0,0.0,194.0,0.0,968.0,885.0,7.0,14.2
200.0,133.0,0.0,180.0,0.0,1125.0,845.0,7.0,21.16
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,32.96
225.0,0.0,0.0,181.3866328748261,0.0,1113.0,833.0,28.0,22.75
349.0,0.0,0.0,192.0,0.0,1047.0,799.395577784406,28.0,39.42
298.0,142.0,138.0,203.0,6.0,895.0,783.0,28.0,39.0
355.0,19.0,141.0,154.0,10.9,998.0,801.0,28.0,26.2
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28.0,40.93
397.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.63
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,9.85
425.0,106.3,0.0,153.56463813824908,16.5,852.1,887.1,91.0,32.92
289.0,0.0,0.0,192.0,0.0,913.2,889.177052875577,90.0,36.56
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,49.2
276.0,116.0,90.0,168.0,6.0,870.0,768.0,28.0,25.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,360.0,31.64
389.9,189.0,0.0,145.9,22.0,944.7,766.4305288719013,56.0,34.67
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,29.45
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14.0,43.89
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,29.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,19.11
236.32281071725,0.0,0.0,194.0,0.0,968.0,885.0,90.0,39.44
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,35.87
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,49.97
382.0,0.0,0.0,185.4882613041864,0.0,1047.0,739.0,28.0,37.17
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,11.65
252.5,0.0,0.0,185.7,0.0,1111.6,784.0,28.0,30.22
451.0062403206343,0.0,0.0,173.0,0.0,1125.0,613.0,36.86560282328508,31.42
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,11.48
393.0,0.0,0.0,192.0,0.0,940.0,758.0,95.0556453956395,39.64
374.0,0.0,0.0,185.0,0.0,1012.0,714.0,7.0,13.36
446.0,24.0,79.0,162.0,8.6,967.0,712.0,56.0,46.39
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,22.44
326.5,0.0,112.6,193.3,8.1,877.2,824.0,28.0,21.6
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,26.32
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,41.68
250.0,0.0,95.7,187.6,5.5,956.9,861.2,100.0,50.77
155.0,183.0,0.0,193.0,9.0,1047.0,696.785063214327,28.0,37.23
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,50.51
212.0,34.32901322334842,0.0,185.7,0.0,1035.652483131432,799.5,28.0,43.7
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,12.05
213.5,0.0,174.2,191.7,11.7,1052.3,775.5,100.0,42.35
348.99999999999994,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,33.8
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,40.86
313.3,0.0,0.0,178.5,9.0,976.5106070389138,889.0,7.0,22.44
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,125.44040565185898,35.85
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,13.29
446.0,24.0,79.0,162.0,11.6,967.0,712.0,13.691278998092361,56.06
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,25.42
281.0,114.6,0.0,186.0,0.0,972.6,750.0,28.0,35.23
393.0,0.0,0.0,192.0,0.0,940.0,758.0,7.0,20.42
339.0,0.0,0.0,197.0,0.0,1069.0,781.0,28.0,29.55
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,24.89
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,24.29
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,33.8
305.3,203.5,0.0,203.49999999999997,0.0,965.4,630.0,90.0,45.08
318.8,212.5,0.0,155.7,8.5,852.1,880.4,100.0,48.97
222.4,0.0,96.7,189.3,4.5,962.8715721150805,870.3,28.0,33.95
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,44.86
275.0,0.0,0.0,183.0,0.0,1075.0,808.0,28.0,33.06
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,46.93
332.5,142.5,0.0,228.0,0.0,932.0,670.0,365.0,55.26
295.0,0.0,0.0,186.0,0.0,1069.0,769.0,7.0,26.15
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,62.94
144.0,180.0,120.0,212.0,11.0,878.0,728.0,28.0,29.23
238.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,49.25
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,43.58
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,39.36
200.0,133.0,0.0,192.0,0.0,965.4,806.2,180.0,48.67
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100.0,37.34
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,35.75
153.0,116.0,113.0,178.0,7.0,1001.0,784.0,28.0,32.76
295.7,0.0,0.0,171.5,0.0,955.1,859.2,28.0,33.72
202.5,136.8,103.3,202.5,7.5,973.9,794.3471385330561,3.0,11.48
133.0,0.0,0.0,196.0,3.0,949.0,795.0,28.0,51.96
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,26.05
148.1,175.1,0.0,181.4,2.2,1000.0,828.5,28.0,61.24
134.0,190.0,195.0,193.0,6.831602002218428,1069.0,669.0,28.0,65.2
397.0,0.0,0.0,186.0,0.0,1111.0,741.032939898725,28.0,39.15
195.6,0.0,195.2,155.68398044401053,7.6,1055.0,744.2,3.0,13.62
362.6,189.0,0.0,164.9,11.6,944.7,755.8000000000002,4.0863137956926705,39.29
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.16
194.7,0.0,100.5,170.2,7.5,1006.4,905.9,56.0,55.45
382.6,236.0,0.0,186.090358898732,5.9,1025.3263639862093,785.6,90.0,43.57
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,24.34
310.0,0.0,0.0,193.0,0.0,914.0,821.0,90.0,50.95
349.0,0.0,0.0,192.0,0.0,1047.0,811.6974638533198,15.931335910669134,24.39
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.58
250.68466775532534,177.8,0.0,185.7,0.0,1046.9,734.3,28.0,39.46
296.0,0.0,0.0,186.2387735821989,0.0,935.4,781.2,28.0,24.54
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.54
252.0,0.0,0.0,185.0,0.0,1111.0,784.0622763529344,7.0,11.41
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,39.42
300.0,0.0,0.0,184.0,0.0,1075.0,792.1756798314404,28.0,31.65
190.0,190.0,0.0,195.0,0.0,1091.492818548313,660.0,28.0,30.45
540.0,0.0,0.0,162.0,0.0,1078.2925763508626,676.0,28.0,37.42
229.7,0.0,118.3,195.5,4.6,927.4,758.6,7.0,26.31
339.0,0.0,0.0,185.0,0.0,1060.0,754.0,28.0,33.3
172.1548165331401,128.9,132.1,175.5,7.5,1006.4,746.6,56.0,41.54
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,23.22
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,26.74
424.0,22.0,132.0,178.0,8.5,842.0,750.0,7.0,41.15
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,31.25
528.0,0.0,0.0,185.0,7.0,932.5517372968675,720.0,28.0,45.37
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.62
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,34.77
158.6,148.9,0.0,175.1,6.050170076636594,953.3,719.7,28.0,33.27
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100.0,52.96
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,53.39
252.3,0.0,0.0,185.7,0.0,1118.8,784.3,56.0,78.8
345.43742619568695,0.0,0.0,185.0,0.0,1090.0,778.0,28.0,32.53
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,34.56
326.5,0.0,137.9,199.0,11.0,801.1,792.5,28.0,34.2
387.0,20.0,94.0,164.48496383368638,14.3,938.0,945.0,28.0,18.91
425.0,106.3,0.0,153.9,8.9,887.1,889.0,28.0,41.2
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,52.43
173.5,50.1,173.5,164.8,6.5,1021.4482304472281,793.5,28.0,37.27
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,13.82
356.0,43.73902842523099,132.0,158.0,8.5,1056.0,801.0,56.0,44.7
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,9.74
349.0,0.0,0.0,192.0,0.0,1047.8,717.8,28.0,25.69
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,16.89
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,25.18
165.0,145.0,0.0,182.0,12.0,1023.0,729.0,28.0,12.18
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,36.15
307.0,0.0,0.0,193.0,0.0,968.0,812.0,270.0,24.89
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,44.52
158.4,139.9,119.9,179.0,22.0,822.0,780.0,28.0,39.15
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14.0,36.99
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,13.09
136.0,111.0,91.0,201.0,7.0,852.0,799.0,28.0,39.15
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56.0,36.8
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,15.61
202.5,83.60510308796546,0.0,206.5,6.7,870.1,750.0,7.0,13.62
387.0,20.0,94.0,157.0,12.432128607625565,937.9999999999999,845.0,7.0,55.9
376.0000000000001,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,25.18
149.0,153.0,194.0,176.0,7.0,932.3983980761687,780.0,28.0,13.09
289.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,24.99
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,12.18
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,36.25
380.0,95.0,0.0,228.0,0.0,932.0,594.0,3.0,4.83
349.0,0.0,0.0,192.0,0.0,1048.582331818005,806.0,28.0,10.79
237.5,237.5,0.0,228.0,0.0,932.0,594.0,3.0,3.32
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,26.32
325.0,0.0,0.0,186.0,0.0,1041.8661693464474,775.0,28.0,40.87
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,26.06
313.0,0.0,0.0,184.0,0.0,1000.0,822.0,28.0,25.97
250.0,173.0,0.0,192.0,0.0,927.4,806.2,7.0,25.45
312.9,0.0,111.9,177.4,7.9,916.6,759.5,28.0,44.28
310.0,0.0,0.0,192.0,0.0,970.0,820.6016709352474,180.0,42.7
252.3,147.2,0.0,185.7,0.0,1012.4,714.3,28.0,46.25
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,41.2
237.5,237.5,0.0,228.0,0.0,932.0,594.0,63.86058161145665,26.06
522.0,0.0,0.0,146.0,0.0,888.0,896.0,90.0,74.99
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,32.82
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,6.9
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.42
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,23.8
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,24.1
245.21423055205923,160.0,21.141248027564156,178.43281876635325,10.0,941.0,745.0,28.0,38.7
238.2,158.8,0.0,192.88246437374718,0.0,1002.5065996243886,689.3,3.0,23.52
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3.0,13.2
375.0,0.0,0.0,186.0,0.0,932.0,643.5,28.0,41.64
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,32.72
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,59.89
300.0,0.0,0.0,182.0,0.0,1075.0,745.0,28.0,39.15
310.0,0.0,0.0,192.0,0.0,970.0,850.0,59.15062245464381,32.96
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0,56.5
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,14.54
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7.0,9.69
173.0,50.1,173.0,164.8,6.0,1007.2,793.5,3.0,19.01
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,9.74
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,21.91
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,43.25
153.0,0.0,0.0,192.0,0.0,965.4,885.0,3.0,17.96
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,60.2
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,26.14
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,48.97
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,48.7
212.6,0.0,0.0,159.4,10.4,1003.8,903.8,56.0,51.04
289.0,0.0,0.0,192.0,0.0,971.3958392772722,839.2,90.0,53.52
290.4,0.0,96.2,170.40443383720333,9.4,870.1,865.0,100.0,41.16
500.0,0.0,0.0,200.0,0.0,1125.0,641.9578668761612,28.0,38.7
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56.0,51.73
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,9.74
192.0,288.0,0.0,192.0,0.0,932.0,717.8,28.0,21.91
307.0,0.0,0.0,193.0,0.0,968.0,812.0,158.41902790147796,50.24
165.0,0.0,132.1,175.1,0.0,1005.8,905.9,100.0,23.52
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100.0,51.26
157.0,236.0,0.0,192.0,0.0,935.4,885.0,28.0,24.1
218.9,151.2,0.0,153.5,16.5,975.6,651.2,28.0,44.28
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,26.74
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,44.13
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,41.68
212.6,0.0,100.4,164.8,6.7,1003.5,793.5,90.0,36.96
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,33.4
350.0,0.0,0.0,186.0,9.0,1050.0,770.0,28.0,49.25
333.0,0.0,0.0,192.0,0.0,931.2,842.6,180.0,43.57
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,68.73625959969928,21.48
153.1,142.5,29.09492183717944,210.44117489882132,11.0,943.1,678.1,270.0,42.13
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,67.31
153.0,145.0,113.0,178.0,12.0,884.0,788.8654718672835,28.0,32.96
305.3,122.3906665967058,0.0,203.5,0.0,965.4,631.0,7.0,10.39
158.8,139.6,106.8,209.7,20.8,946.8,744.2,28.0,37.27
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,55.2
203.5,305.3,0.0,203.5,0.0,963.4,630.0,6.74209967992967,9.62
203.5,240.66363470347153,0.0,203.5,0.0,999.1810348162294,630.0,90.0,65.2
446.0,24.0,79.0,162.1,11.6,967.1,712.2,3.0,29.0
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,15.03
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,27.999999999999996,45.85
298.0,0.0,107.0,221.0,6.0,867.0,778.0,28.0,10.79
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,42.13
157.0,236.0,0.0,192.0,12.6,935.7,781.2,91.0,63.4
380.0,0.0,0.0,228.0,0.0,932.0,670.0,7.0,55.9
190.0,0.0,125.4,162.0,8.148849593518799,1090.0,804.0,7.0,21.29
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,59.2
326.5,0.0,0.0,186.0,11.0,884.9,721.0,28.0,33.8
150.0,206.5,160.9,178.9,11.1,866.9,735.6,28.0,19.01
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,28.68
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,3.0,13.71
212.0,121.0,0.0,171.5,9.9,978.9336872782013,801.8,28.0,56.06
150.0,0.0,0.0,184.0,11.0,1074.0,772.0,28.0,15.87
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,40.76
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,61.07
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,40.15
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,43.58
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,17.96
230.0,0.0,118.3,195.5,4.6,1034.059728106206,758.6,100.0,38.33
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,52.44
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,41.68
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,65.7
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,40.80798402248289,23.51
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,39.27
218.2,54.6,123.8,142.03834199595752,11.9,1075.7,792.7,3.0,9.85
436.0,151.2,0.0,228.0,0.0,941.6,674.3,28.0,53.9
200.0,104.90624912287478,0.0,190.0,0.0,1145.0,723.7343809076667,28.0,24.34
251.4,0.0,118.3,188.5,6.1,1028.4,757.7,14.0,22.14
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.96
141.3,212.0,0.0,203.5,0.0,973.4,750.0,7.0,8.06
359.4,359.4,0.0,192.0,4.026918036557696,939.2,801.2,3.0,20.42
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,47.81
397.0,0.0,0.0,192.0,0.0,940.6,717.8,3.0,22.9
183.9,162.4,0.0,203.5,5.0,959.2,782.7106993135004,28.0,29.87
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,30.28
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,41.37
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100.0,55.65
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,28.24
322.2,0.0,0.0,185.7,0.0,1012.4,714.3,28.0,18.02
385.0,0.0,0.0,186.00000000000003,0.0,966.0,763.0,3.0,33.4
272.0,111.0,111.0,196.0,3.9,868.0,872.0,56.0,40.86
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56.0,46.8
298.0,0.0,107.0,221.0,12.0,951.0,714.0,28.0,44.09
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,14.99
310.0,0.0,0.0,192.0,0.0,970.0,850.0,3.0,6.28
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,61.23
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,39.6
331.0,0.0,0.0,192.0,0.0,978.0,825.0,94.10062231789729,32.96
485.0,0.0,0.0,164.06055919669646,0.0,1120.0,800.0,28.0,66.95
288.43920169747287,0.0,0.0,193.0,0.0,968.0,830.3035380589317,180.0,28.1
145.0,0.0,146.0,174.0,5.0,1037.935669725271,769.0,28.0,52.42
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,33.76
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,39.3
397.0,0.0,0.0,186.0,0.0,1040.0,735.4383156333196,14.0,18.13
280.0,129.0,0.0,172.0,9.0,825.0,802.6888795458772,28.0,51.43
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,43.7
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.99
166.8,250.0,0.0,203.5,0.0,975.6,692.6,90.0,32.33
166.8,0.0,125.2,163.8,12.2,1049.3,692.6,28.0,33.69
275.1,0.0,78.3,183.8,7.5,1058.6,780.1,28.0,36.96
288.0,192.0,0.0,192.0,0.0,972.6,716.1,93.11527271994498,37.91
349.0,0.0,0.0,146.0,0.0,1069.0,801.0,28.0,29.16
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28.0,28.1
237.5,237.5,0.0,228.0,0.0,932.0,603.0938626496389,180.0,44.52
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,21.5
231.8,0.0,121.6,174.0,6.7,1056.4,778.4,28.0,41.54
218.9,0.0,174.7,157.69077124456206,10.2,1052.3,776.4,56.0,36.64
238.0,0.0,0.0,200.0,0.0,1119.0,789.0,28.0,21.06
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56.0,71.3
154.8,183.4,0.0,193.3,9.1,899.837690702288,867.7,28.0,17.96
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,26.92
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,365.0,22.75
322.0,0.0,136.0,182.0,14.3,867.0,825.0,28.0,37.8
322.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.44
213.5,98.1,24.5,171.1,6.7,1066.0,785.5,14.0,26.74
374.0,30.97253060961802,0.0,185.7,15.9,1043.6,734.3,28.0,43.58
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,44.42
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,39.42
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56.0,52.44
339.2,0.0,0.0,185.7,0.0,971.8,748.5,7.0,25.62
540.0,0.0,0.0,173.0,0.0,1125.0,633.0,28.0,40.87
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100.0,56.14
198.6,0.0,0.0,198.6,0.0,968.0,863.0,28.0,23.52
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,36.94
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,39.7
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3.0,17.57
254.8,128.0,0.0,192.0,0.0,963.4,863.4,90.0,46.64
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,90.0,35.87
139.6,209.4,0.0,185.7,0.0,1047.4,739.3,28.0,29.87
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,41.54
387.0,20.0,94.0,157.0,13.9,938.0,845.0,365.0,49.25
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,46.68
236.0,0.0,0.0,192.0,0.0,978.0,825.0,120.0,29.79
266.0,114.0,0.0,228.0,0.0,932.0,670.0,7.0,9.74
238.0,0.0,0.0,185.84052484978542,0.0,1119.0,769.1793213659821,28.0,37.4
164.2,0.0,143.0,163.0,0.0,1005.6,900.9,3.0,25.02
250.2,0.0,0.0,203.5,0.0,966.0,823.813113356047,7.0,30.45
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,30.96
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,47.81
277.1,97.8,24.5,160.7,11.2,1061.7,782.5,14.0,28.02
