;id;CementComponent;BlastFurnaceSlag;FlyAshComponent;WaterComponent;SuperplasticizerComponent;CoarseAggregateComponent;FineAggregateComponent;AgeInDays;Strength
2455;2455;296.0;;0.0;192.0;0.0;1085.0;765.0;28.0;23.84
2456;2456;525.0;0.0;0.0;;0.0;1125.0;613.0;28.0;35.87
2457;2457;349.0;0.0;0.0;192.0;0.0;;806.0;28.0;42.29
2458;2458;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;3.0;9.87
2459;2459;218.2;54.6;123.8;140.8;11.9;1075.7;792.7;3.0;24.45
2460;2460;393.0;0.0;0.0;192.0;0.0;940.0;801.0;;54.6
2461;2461;154.0;144.0;112.0;220.0;9.0;923.0;658.0;;6.88
2462;2462;122.6;183.9;0.0;203.5;0.0;958.2;800.1;28.0;28.99
2463;2463;349.0;0.0;0.0;192.0;0.0;1056.0;809.0;90.0;37.36
2464;2464;286.3;190.1;0.0;144.7;23.4;1004.6;803.7;28.0;52.43
2465;2465;393.0;0.0;0.0;192.0;0.0;940.6;785.6;90.0;46.93
2466;2466;379.5;151.2;0.0;153.9;15.9;1134.3;605.0;56.0;59.59
2467;2467;254.0;0.0;0.0;198.0;0.0;968.0;863.0;90.0;48.4
2468;2468;331.0;0.0;0.0;192.0;0.0;1025.0;821.0;28.0;31.38
2469;2469;172.4;;172.4;156.8;4.1;1006.3;856.4;56.0;36.3
2470;2470;212.1;0.0;121.6;180.3;5.7;1057.6;779.3;28.0;34.24
2471;2471;200.0;133.0;0.0;192.0;0.0;965.4;806.2;28.0;29.79
2472;2472;213.8;98.1;24.5;181.7;6.7;1066.0;785.5;28.0;70.7
2473;2473;425.0;106.3;0.0;153.5;16.5;852.1;887.1;56.0;56.5
2474;2474;172.4;13.6;172.4;156.8;3.4;1007.3;856.4;56.0;61.86
2475;2475;331.0;0.0;0.0;192.0;;978.0;825.0;28.0;31.18
2476;2476;252.5;0.0;0.0;185.7;0.0;1111.6;784.3;28.0;22.84
2477;2477;313.0;0.0;0.0;185.0;8.0;1046.0;689.0;28.0;36.35
2478;2478;339.2;0.0;0.0;197.9;6.0;968.0;781.2;91.0;54.6
2479;2479;382.0;0.0;0.0;186.0;0.0;1047.0;758.0;90.0;37.17
2480;2480;289.0;0.0;0.0;192.0;0.0;913.2;895.3;7.0;9.74
2481;2481;307.0;0.0;0.0;193.0;;968.0;812.0;28.0;39.94
2482;2482;381.4;0.0;0.0;185.7;0.0;1104.6;784.3;28.0;40.68
2483;2483;350.0;0.0;0.0;192.0;0.0;974.0;849.0;7.0;18.91
2484;2484;289.0;0.0;0.0;192.0;0.0;889.8;811.0;28.0;24.1
2485;2485;;0.0;0.0;182.0;3.9;966.0;763.0;28.0;43.38
2486;2486;173.0;116.0;0.0;192.0;0.0;946.8;856.8;90.0;60.95
2487;2487;288.0;192.0;0.0;192.0;0.0;932.0;721.0;28.0;45.84
2488;2488;250.0;;0.0;182.0;0.0;1100.0;820.0;28.0;33.01
2489;2489;540.0;;0.0;173.0;0.0;1125.0;613.0;28.0;37.17
2490;2490;285.0;0.0;94.0;221.0;;938.0;845.0;28.0;15.44
2491;2491;379.5;;0.0;153.9;15.9;935.4;605.0;3.0;35.3
2492;2492;252.5;0.0;0.0;185.7;0.0;;784.3;7.0;17.37
2493;2493;238.0;0.0;0.0;186.0;0.0;1119.0;789.0;28.0;46.39
2494;2494;238.1;0.0;94.1;186.7;7.0;949.9;847.0;;13.29
2495;2495;190.0;0.0;125.2;166.6;9.9;1053.6;776.4;14.0;13.66
2496;2496;173.0;116.0;0.0;192.0;0.0;946.8;856.8;28.0;44.33
2497;2497;;15.0;132.0;168.0;5.9;;730.0;28.0;13.82
2498;2498;380.0;0.0;0.0;228.0;0.0;932.0;670.0;;43.06
2499;2499;349.0;0.0;0.0;;0.0;1047.0;806.0;7.0;25.1
2500;2500;173.8;50.1;173.8;160.6;11.8;973.4;875.6;56.0;60.29
2501;2501;382.0;0.0;0.0;192.0;0.0;1047.0;739.0;90.0;37.27
2502;2502;236.0;157.0;0.0;192.0;0.0;972.6;749.1;7.0;10.39
2503;2503;297.0;0.0;;186.0;0.0;1040.0;734.0;28.0;17.54
2504;2504;252.0;97.0;76.0;;8.0;835.0;821.0;28.0;22.95
2505;2505;480.0;0.0;;185.7;0.0;1120.0;714.3;28.0;60.32
2506;2506;225.0;0.0;0.0;181.0;0.0;1113.0;833.0;28.0;39.06
2507;2507;425.0;106.3;0.0;153.5;16.5;852.1;887.1;7.0;55.6
2508;2508;238.1;0.0;94.1;186.7;7.0;949.9;847.0;56.0;67.57
2509;2509;170.3;155.5;0.0;185.7;0.0;1026.6;724.3;28.0;68.1
2510;2510;238.2;158.8;0.0;185.7;0.0;1040.6;734.3;7.0;8.0
2511;2511;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;180.0;40.71
2512;2512;350.0;0.0;0.0;203.0;0.0;974.0;775.0;28.0;60.29
2513;2513;322.2;106.3;0.0;137.8;11.4;852.1;840.5;28.0;38.46
2514;2514;133.0;209.4;0.0;192.0;0.0;883.0;863.0;28.0;44.21
2515;2515;362.6;189.0;0.0;164.9;11.6;944.7;755.8;56.0;54.9
2516;2516;236.0;0.0;0.0;194.0;0.0;;885.0;7.0;14.2
2517;2517;200.0;133.0;0.0;180.0;0.0;1125.0;845.0;7.0;21.16
2518;2518;349.0;0.0;0.0;192.0;0.0;1056.0;809.0;28.0;32.96
2519;2519;225.0;0.0;0.0;;0.0;1113.0;833.0;28.0;22.75
2520;2520;;0.0;0.0;192.0;0.0;1047.0;;28.0;39.42
2521;2521;298.0;142.0;138.0;203.0;6.0;895.0;783.0;28.0;39.0
2522;2522;355.0;19.0;141.0;154.0;10.9;998.0;801.0;28.0;26.2
2523;2523;297.2;0.0;117.5;174.8;9.5;1022.8;753.5;28.0;40.93
2524;2524;397.0;0.0;0.0;192.0;0.0;940.6;785.6;7.0;27.63
2525;2525;397.0;;0.0;186.0;0.0;1040.0;734.0;7.0;9.85
2526;2526;425.0;106.3;0.0;;16.5;852.1;887.1;91.0;32.92
2527;2527;289.0;0.0;0.0;192.0;0.0;913.2;;90.0;36.56
2528;2528;475.0;118.8;0.0;181.1;8.9;852.1;781.5;7.0;49.2
2529;2529;276.0;116.0;90.0;168.0;6.0;870.0;768.0;28.0;25.42
2530;2530;349.0;0.0;0.0;192.0;0.0;1047.0;806.9;360.0;31.64
2531;2531;389.9;189.0;0.0;145.9;22.0;944.7;;56.0;34.67
2532;2532;393.0;0.0;0.0;192.0;0.0;940.6;785.6;90.0;29.45
2533;2533;213.5;0.0;174.2;154.6;11.7;1052.3;775.5;14.0;43.89
2534;2534;238.0;0.0;0.0;185.0;0.0;1118.0;789.0;28.0;29.23
2535;2535;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;28.0;19.11
2536;2536;;0.0;0.0;194.0;0.0;968.0;885.0;90.0;39.44
2537;2537;446.0;24.0;79.0;162.0;11.6;967.0;712.0;7.0;35.87
2538;2538;362.6;189.0;0.0;164.9;11.6;944.7;755.8;56.0;49.97
2539;2539;382.0;0.0;0.0;;;1047.0;739.0;28.0;37.17
2540;2540;255.0;0.0;0.0;192.0;0.0;889.8;945.0;3.0;11.65
2541;2541;252.5;0.0;0.0;185.7;0.0;1111.6;784.0;28.0;30.22
2542;2542;;0.0;;173.0;0.0;1125.0;613.0;;31.42
2543;2543;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;7.0;11.48
2544;2544;393.0;0.0;0.0;192.0;0.0;940.0;758.0;;39.64
2545;2545;374.0;0.0;0.0;185.0;0.0;1012.0;714.0;7.0;13.36
2546;2546;446.0;24.0;79.0;162.0;8.6;967.0;712.0;56.0;46.39
2547;2547;375.0;0.0;0.0;186.0;0.0;1038.0;758.0;28.0;22.44
2548;2548;326.5;0.0;112.6;193.3;8.1;877.2;824.0;28.0;21.6
2549;2549;331.0;0.0;0.0;192.0;0.0;978.0;825.0;90.0;26.32
2550;2550;307.0;0.0;0.0;193.0;;968.0;812.0;180.0;41.68
2551;2551;250.0;0.0;95.7;187.6;5.5;956.9;861.2;100.0;50.77
2552;2552;155.0;183.0;0.0;193.0;9.0;1047.0;;28.0;37.23
2553;2553;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;7.0;50.51
2554;2554;212.0;;0.0;185.7;0.0;;799.5;28.0;43.7
2555;2555;349.0;0.0;0.0;192.0;0.0;1056.0;809.0;3.0;12.05
2556;2556;213.5;0.0;174.2;191.7;11.7;1052.3;775.5;100.0;42.35
2557;2557;;0.0;0.0;192.0;0.0;1047.0;806.0;7.0;33.8
2558;2558;300.0;0.0;0.0;184.0;0.0;1075.0;795.0;28.0;40.86
2559;2559;313.3;0.0;0.0;178.5;9.0;;889.0;7.0;22.44
2560;2560;500.0;0.0;;200.0;0.0;1125.0;613.0;;35.85
2561;2561;289.0;0.0;0.0;192.0;0.0;913.2;895.3;7.0;13.29
2562;2562;446.0;24.0;79.0;162.0;11.6;967.0;;;56.06
2563;2563;272.8;181.9;0.0;185.7;0.0;1012.4;714.3;7.0;25.42
2564;2564;281.0;114.6;0.0;186.0;0.0;972.6;750.0;28.0;35.23
2565;2565;393.0;0.0;0.0;192.0;0.0;940.0;758.0;7.0;20.42
2566;2566;339.0;0.0;0.0;197.0;;1069.0;781.0;28.0;29.55
2567;2567;252.0;0.0;0.0;185.0;0.0;1111.0;784.0;7.0;24.89
2568;2568;200.0;133.0;0.0;192.0;0.0;965.4;806.2;28.0;24.29
2569;2569;150.0;237.0;0.0;174.0;12.0;1069.0;675.0;28.0;33.8
2570;2570;305.3;203.5;0.0;;0.0;965.4;630.0;90.0;45.08
2571;2571;318.8;212.5;0.0;155.7;8.5;852.1;880.4;100.0;48.97
2572;2572;222.4;0.0;96.7;189.3;4.5;;870.3;28.0;33.95
2573;2573;375.0;0.0;0.0;186.0;0.0;1038.0;758.0;28.0;44.86
2574;2574;275.0;0.0;0.0;183.0;0.0;1075.0;808.0;28.0;33.06
2575;2575;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;180.0;46.93
2576;2576;332.5;142.5;0.0;228.0;0.0;932.0;670.0;365.0;55.26
2577;2577;295.0;0.0;0.0;186.0;0.0;1069.0;769.0;7.0;26.15
2578;2578;446.0;24.0;79.0;162.0;11.6;967.0;712.0;28.0;62.94
2579;2579;144.0;180.0;120.0;212.0;11.0;878.0;728.0;28.0;29.23
2580;2580;238.0;210.0;0.0;196.0;3.0;949.0;795.0;28.0;49.25
2581;2581;540.0;0.0;0.0;173.0;0.0;;613.0;270.0;43.58
2582;2582;522.0;0.0;0.0;146.0;0.0;896.0;896.0;28.0;39.36
2583;2583;200.0;133.0;0.0;192.0;0.0;965.4;806.2;180.0;48.67
2584;2584;222.4;0.0;96.7;189.3;4.5;967.1;870.3;100.0;37.34
2585;2585;382.5;0.0;0.0;185.7;0.0;1047.8;739.3;28.0;35.75
2586;2586;153.0;116.0;113.0;178.0;7.0;1001.0;784.0;28.0;32.76
2587;2587;295.7;0.0;0.0;171.5;0.0;955.1;859.2;28.0;33.72
2588;2588;202.5;136.8;103.3;202.5;7.5;973.9;;3.0;11.48
2589;2589;133.0;0.0;0.0;196.0;3.0;949.0;795.0;28.0;51.96
2590;2590;382.0;0.0;0.0;185.0;0.0;1047.0;739.0;7.0;26.05
2591;2591;148.1;175.1;0.0;181.4;2.2;1000.0;828.5;28.0;61.24
2592;2592;134.0;190.0;195.0;193.0;;1069.0;669.0;28.0;65.2
2593;2593;397.0;0.0;0.0;186.0;0.0;1111.0;;28.0;39.15
2594;2594;195.6;0.0;195.2;;7.6;1055.0;744.2;3.0;13.62
2595;2595;362.6;189.0;0.0;164.9;11.6;944.7;;;39.29
2596;2596;255.0;0.0;0.0;192.0;;889.8;945.0;90.0;21.16
2597;2597;194.7;0.0;100.5;170.2;7.5;1006.4;905.9;56.0;55.45
2598;2598;382.6;236.0;0.0;;5.9;;785.6;90.0;43.57
2599;2599;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;7.0;24.34
2600;2600;310.0;0.0;0.0;193.0;0.0;914.0;821.0;90.0;50.95
2601;2601;349.0;0.0;0.0;192.0;0.0;1047.0;;;24.39
2602;2602;252.0;0.0;0.0;186.0;0.0;1111.0;784.0;7.0;11.58
2603;2603;;177.8;0.0;185.7;0.0;1046.9;734.3;28.0;39.46
2604;2604;296.0;0.0;0.0;;0.0;935.4;781.2;28.0;24.54
2605;2605;332.5;142.5;0.0;228.0;0.0;932.0;594.0;28.0;33.54
2606;2606;252.0;0.0;0.0;185.0;0.0;1111.0;;7.0;11.41
2607;2607;385.0;;0.0;186.0;0.0;966.0;763.0;28.0;39.42
2608;2608;300.0;0.0;0.0;184.0;;1075.0;;28.0;31.65
2609;2609;190.0;190.0;0.0;195.0;0.0;;660.0;28.0;30.45
2610;2610;540.0;;0.0;162.0;0.0;;676.0;28.0;37.42
2611;2611;229.7;0.0;118.3;195.5;4.6;927.4;758.6;7.0;26.31
2612;2612;339.0;0.0;0.0;185.0;0.0;1060.0;754.0;28.0;33.3
2613;2613;;128.9;132.1;175.5;7.5;1006.4;746.6;56.0;41.54
2614;2614;331.0;0.0;0.0;192.0;0.0;978.0;825.0;7.0;23.22
2615;2615;192.0;288.0;0.0;192.0;0.0;929.8;716.1;90.0;26.74
2616;2616;424.0;22.0;132.0;178.0;8.5;842.0;750.0;7.0;41.15
2617;2617;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;28.0;31.25
2618;2618;528.0;0.0;0.0;185.0;7.0;;720.0;28.0;45.37
2619;2619;387.0;20.0;94.0;157.0;13.9;938.0;845.0;3.0;25.62
2620;2620;446.0;24.0;79.0;162.0;11.6;967.0;712.0;3.0;34.77
2621;2621;158.6;148.9;0.0;175.1;;953.3;719.7;28.0;33.27
2622;2622;249.1;0.0;98.8;158.1;12.8;987.8;889.0;100.0;52.96
2623;2623;296.0;0.0;0.0;186.0;0.0;1090.0;769.0;28.0;53.39
2624;2624;252.3;0.0;0.0;185.7;0.0;1118.8;784.3;56.0;78.8
2625;2625;;0.0;0.0;185.0;0.0;1090.0;778.0;28.0;32.53
2626;2626;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;90.0;34.56
2627;2627;326.5;0.0;137.9;199.0;11.0;801.1;792.5;28.0;34.2
2628;2628;387.0;20.0;94.0;;14.3;938.0;945.0;28.0;18.91
2629;2629;425.0;106.3;0.0;153.9;8.9;887.1;889.0;28.0;41.2
2630;2630;349.0;;0.0;192.0;0.0;1047.0;806.0;90.0;52.43
2631;2631;173.5;50.1;173.5;164.8;6.5;;793.5;28.0;37.27
2632;2632;183.9;122.6;0.0;203.5;0.0;959.2;800.0;3.0;13.82
2633;2633;356.0;;132.0;158.0;8.5;1056.0;801.0;56.0;44.7
2634;2634;339.2;0.0;0.0;185.7;0.0;1069.2;754.3;7.0;9.74
2635;2635;349.0;0.0;0.0;192.0;0.0;1047.8;717.8;28.0;25.69
2636;2636;500.0;;0.0;200.0;0.0;1125.0;613.0;7.0;16.89
2637;2637;339.0;0.0;0.0;185.0;0.0;1069.0;754.0;7.0;25.18
2638;2638;165.0;145.0;0.0;182.0;12.0;1023.0;729.0;28.0;12.18
2639;2639;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;14.0;36.15
2640;2640;307.0;0.0;0.0;193.0;0.0;968.0;812.0;270.0;24.89
2641;2641;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;14.0;44.52
2642;2642;158.4;139.9;119.9;179.0;22.0;822.0;780.0;28.0;39.15
2643;2643;190.7;0.0;125.4;162.1;7.8;1090.0;804.0;14.0;36.99
2644;2644;148.1;0.0;136.6;158.1;16.1;1001.8;830.1;28.0;13.09
2645;2645;136.0;111.0;91.0;201.0;7.0;852.0;799.0;28.0;39.15
2646;2646;218.2;54.6;123.8;140.8;11.9;1075.7;792.7;56.0;36.8
2647;2647;200.0;0.0;0.0;180.0;0.0;1125.0;845.0;7.0;15.61
2648;2648;202.5;;0.0;206.5;6.7;870.1;750.0;7.0;13.62
2649;2649;387.0;20.0;94.0;157.0;;;845.0;7.0;55.9
2650;2650;;0.0;0.0;214.6;0.0;1003.5;762.4;14.0;25.18
2651;2651;149.0;153.0;194.0;176.0;7.0;;780.0;28.0;13.09
2652;2652;289.0;0.0;0.0;192.0;0.0;1047.0;806.0;28.0;24.99
2653;2653;159.1;186.7;0.0;175.6;11.3;989.6;788.9;28.0;12.18
2654;2654;289.0;0.0;;192.0;0.0;913.2;895.3;90.0;36.25
2655;2655;380.0;95.0;0.0;228.0;0.0;932.0;594.0;3.0;4.83
2656;2656;349.0;0.0;0.0;192.0;0.0;;806.0;28.0;10.79
2657;2657;237.5;237.5;0.0;228.0;0.0;932.0;594.0;3.0;3.32
2658;2658;238.1;0.0;0.0;185.7;0.0;1118.8;789.3;28.0;26.32
2659;2659;325.0;0.0;0.0;186.0;0.0;;775.0;28.0;40.87
2660;2660;277.0;0.0;0.0;191.0;0.0;968.0;856.0;180.0;26.06
2661;2661;313.0;0.0;0.0;184.0;0.0;1000.0;822.0;28.0;25.97
2662;2662;250.0;173.0;0.0;192.0;0.0;927.4;806.2;7.0;25.45
2663;2663;312.9;0.0;111.9;177.4;7.9;916.6;759.5;28.0;44.28
2664;2664;310.0;0.0;0.0;192.0;0.0;970.0;;180.0;42.7
2665;2665;252.3;147.2;0.0;185.7;0.0;1012.4;714.3;28.0;46.25
2666;2666;350.0;0.0;0.0;203.0;0.0;974.0;775.0;180.0;41.2
2667;2667;237.5;237.5;0.0;228.0;0.0;932.0;594.0;;26.06
2668;2668;522.0;0.0;0.0;146.0;0.0;888.0;896.0;90.0;74.99
2669;2669;238.0;0.0;;185.0;0.0;1118.0;789.0;28.0;32.82
2670;2670;397.0;0.0;0.0;185.7;0.0;1040.6;734.3;7.0;6.9
2671;2671;147.0;115.0;89.0;202.0;9.0;860.0;829.0;28.0;19.42
2672;2672;387.0;20.0;94.0;157.0;13.9;938.0;845.0;3.0;23.8
2673;2673;331.0;0.0;0.0;192.0;0.0;1025.0;821.0;7.0;24.1
2674;2674;;160.0;;;10.0;941.0;745.0;28.0;38.7
2675;2675;238.2;158.8;0.0;;0.0;;689.3;3.0;23.52
2676;2676;213.7;98.1;24.5;181.7;6.9;1065.8;785.4;3.0;13.2
2677;2677;375.0;0.0;0.0;186.0;0.0;932.0;643.5;28.0;41.64
2678;2678;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;28.0;32.72
2679;2679;475.0;0.0;59.0;142.0;1.9;1098.0;641.0;28.0;59.89
2680;2680;300.0;0.0;0.0;182.0;0.0;1075.0;745.0;28.0;39.15
2681;2681;310.0;0.0;0.0;192.0;0.0;970.0;850.0;;32.96
2682;2682;387.0;20.0;94.0;157.0;11.6;938.0;845.0;56.0;56.5
2683;2683;153.0;145.0;113.0;178.0;8.0;1002.0;689.0;28.0;14.54
2684;2684;252.0;0.0;0.0;185.0;0.0;1111.0;784.0;7.0;9.69
2685;2685;173.0;50.1;173.0;164.8;6.0;1007.2;793.5;3.0;19.01
2686;2686;236.0;157.0;0.0;192.0;0.0;972.6;749.1;3.0;9.74
2687;2687;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;1.0;21.91
2688;2688;307.0;0.0;0.0;193.0;0.0;968.0;812.0;180.0;43.25
2689;2689;153.0;0.0;0.0;192.0;0.0;965.4;885.0;3.0;17.96
2690;2690;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;180.0;60.2
2691;2691;397.0;0.0;0.0;186.0;0.0;1040.0;734.0;28.0;26.14
2692;2692;277.0;117.0;91.0;191.0;7.0;946.0;666.0;28.0;48.97
2693;2693;333.0;0.0;0.0;192.0;0.0;931.2;842.6;90.0;48.7
2694;2694;212.6;0.0;0.0;159.4;10.4;1003.8;903.8;56.0;51.04
2695;2695;289.0;0.0;0.0;192.0;0.0;;839.2;90.0;53.52
2696;2696;290.4;0.0;96.2;;9.4;870.1;865.0;100.0;41.16
2697;2697;500.0;0.0;0.0;200.0;0.0;1125.0;;28.0;38.7
2698;2698;233.8;0.0;94.6;197.9;4.6;947.0;852.2;56.0;51.73
2699;2699;198.6;132.4;0.0;192.0;0.0;978.4;825.5;7.0;9.74
2700;2700;192.0;288.0;0.0;192.0;0.0;932.0;717.8;28.0;21.91
2701;2701;307.0;0.0;0.0;193.0;0.0;968.0;812.0;;50.24
2702;2702;165.0;0.0;132.1;175.1;;1005.8;905.9;100.0;23.52
2703;2703;190.7;0.0;125.4;162.1;7.8;1090.0;804.0;100.0;51.26
2704;2704;157.0;236.0;0.0;192.0;0.0;935.4;885.0;28.0;24.1
2705;2705;218.9;151.2;0.0;153.5;16.5;975.6;651.2;28.0;44.28
2706;2706;307.0;0.0;0.0;193.0;0.0;968.0;812.0;180.0;26.74
2707;2707;166.0;260.0;0.0;183.0;13.0;859.0;827.0;28.0;44.13
2708;2708;277.0;0.0;0.0;191.0;0.0;968.0;856.0;28.0;41.68
2709;2709;212.6;0.0;100.4;164.8;6.7;1003.5;793.5;90.0;36.96
2710;2710;313.0;0.0;113.0;178.0;8.0;1002.0;689.0;28.0;33.4
2711;2711;350.0;0.0;0.0;186.0;9.0;1050.0;770.0;28.0;49.25
2712;2712;333.0;0.0;0.0;192.0;0.0;931.2;842.6;180.0;43.57
2713;2713;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;;21.48
2714;2714;153.1;142.5;;;11.0;943.1;678.1;270.0;42.13
2715;2715;339.0;0.0;0.0;185.0;0.0;1069.0;754.0;28.0;67.31
2716;2716;153.0;145.0;113.0;178.0;12.0;884.0;;28.0;32.96
2717;2717;305.3;;0.0;203.5;0.0;965.4;631.0;7.0;10.39
2718;2718;158.8;139.6;106.8;209.7;20.8;946.8;744.2;28.0;37.27
2719;2719;313.3;262.2;0.0;175.5;8.6;1046.9;611.8;28.0;55.2
2720;2720;203.5;305.3;0.0;203.5;0.0;963.4;630.0;;9.62
2721;2721;203.5;;0.0;203.5;0.0;;630.0;90.0;65.2
2722;2722;446.0;24.0;79.0;162.1;11.6;967.1;712.2;3.0;29.0
2723;2723;287.0;121.0;94.0;188.0;9.0;904.0;696.0;28.0;15.03
2724;2724;339.0;0.0;0.0;185.0;0.0;1069.0;754.0;;45.85
2725;2725;298.0;0.0;107.0;221.0;6.0;867.0;778.0;28.0;10.79
2726;2726;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;90.0;42.13
2727;2727;157.0;236.0;0.0;192.0;12.6;935.7;781.2;91.0;63.4
2728;2728;380.0;0.0;0.0;228.0;0.0;932.0;670.0;7.0;55.9
2729;2729;190.0;0.0;125.4;162.0;;1090.0;804.0;7.0;21.29
2730;2730;266.0;114.0;0.0;228.0;0.0;932.0;670.0;180.0;59.2
2731;2731;326.5;0.0;0.0;186.0;11.0;884.9;721.0;28.0;33.8
2732;2732;150.0;206.5;160.9;178.9;11.1;866.9;735.6;28.0;19.01
2733;2733;349.0;0.0;;192.0;0.0;1056.0;809.0;28.0;28.68
2734;2734;252.0;0.0;0.0;185.0;0.0;1111.0;784.0;3.0;13.71
2735;2735;212.0;121.0;0.0;171.5;9.9;;801.8;28.0;56.06
2736;2736;150.0;0.0;0.0;184.0;11.0;1074.0;772.0;28.0;15.87
2737;2737;393.0;0.0;0.0;192.0;0.0;940.6;785.6;90.0;40.76
2738;2738;531.3;0.0;0.0;141.8;28.2;852.1;893.7;56.0;61.07
2739;2739;173.0;116.0;0.0;192.0;0.0;946.8;856.8;90.0;40.15
2740;2740;350.0;0.0;0.0;203.0;0.0;974.0;775.0;180.0;43.58
2741;2741;296.0;0.0;0.0;192.0;0.0;1085.0;765.0;28.0;17.96
2742;2742;230.0;0.0;118.3;195.5;4.6;;758.6;100.0;38.33
2743;2743;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;90.0;52.44
2744;2744;133.0;200.0;0.0;192.0;0.0;927.4;839.2;90.0;41.68
2745;2745;362.6;189.0;0.0;164.9;11.6;944.7;755.8;91.0;65.7
2746;2746;139.6;209.4;0.0;192.0;0.0;1047.0;806.9;;23.51
2747;2747;157.0;236.0;0.0;192.0;0.0;935.4;781.2;28.0;39.27
2748;2748;218.2;54.6;123.8;;11.9;1075.7;792.7;3.0;9.85
2749;2749;436.0;151.2;0.0;228.0;0.0;941.6;674.3;28.0;53.9
2750;2750;200.0;;;190.0;0.0;1145.0;;28.0;24.34
2751;2751;251.4;0.0;118.3;188.5;6.1;1028.4;757.7;14.0;22.14
2752;2752;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;28.0;32.96
2753;2753;141.3;212.0;0.0;203.5;0.0;973.4;750.0;7.0;8.06
2754;2754;359.4;359.4;0.0;192.0;;939.2;801.2;3.0;20.42
2755;2755;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;7.0;47.81
2756;2756;397.0;0.0;0.0;192.0;0.0;940.6;717.8;3.0;22.9
2757;2757;183.9;162.4;0.0;203.5;5.0;959.2;;28.0;29.87
2758;2758;281.0;0.0;0.0;186.0;;1104.0;774.0;7.0;30.28
2759;2759;236.0;157.0;0.0;192.0;0.0;972.6;749.1;90.0;41.37
2760;2760;212.1;0.0;121.6;180.3;5.7;1057.6;779.3;100.0;55.65
2761;2761;190.0;190.0;0.0;228.0;0.0;932.0;670.0;28.0;28.24
2762;2762;322.2;0.0;0.0;185.7;0.0;1012.4;714.3;28.0;18.02
2763;2763;385.0;0.0;0.0;;0.0;966.0;763.0;3.0;33.4
2764;2764;272.0;111.0;111.0;196.0;3.9;868.0;872.0;56.0;40.86
2765;2765;387.0;20.0;94.0;157.0;14.3;938.0;845.0;56.0;46.8
2766;2766;298.0;0.0;107.0;221.0;12.0;951.0;714.0;28.0;44.09
2767;2767;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;7.0;14.99
2768;2768;310.0;0.0;0.0;192.0;0.0;970.0;850.0;3.0;6.28
2769;2769;288.0;121.0;0.0;177.0;7.0;908.0;829.0;28.0;61.23
2770;2770;153.0;102.0;0.0;192.0;0.0;888.0;943.1;90.0;39.6
2771;2771;331.0;0.0;0.0;192.0;0.0;978.0;825.0;;32.96
2772;2772;485.0;0.0;0.0;;0.0;1120.0;800.0;28.0;66.95
2773;2773;;0.0;0.0;193.0;0.0;968.0;;180.0;28.1
2774;2774;145.0;0.0;146.0;174.0;5.0;;769.0;28.0;52.42
2775;2775;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;180.0;33.76
2776;2776;307.0;0.0;0.0;193.0;0.0;968.0;812.0;180.0;39.3
2777;2777;397.0;0.0;0.0;186.0;0.0;1040.0;;14.0;18.13
2778;2778;280.0;129.0;0.0;172.0;9.0;825.0;;28.0;51.43
2779;2779;425.0;106.3;0.0;153.5;16.5;852.1;887.1;7.0;43.7
2780;2780;362.6;189.0;0.0;164.9;11.6;944.7;755.8;91.0;79.99
2781;2781;166.8;250.0;0.0;203.5;0.0;975.6;692.6;90.0;32.33
2782;2782;166.8;0.0;125.2;163.8;12.2;1049.3;692.6;28.0;33.69
2783;2783;275.1;0.0;78.3;183.8;7.5;1058.6;780.1;28.0;36.96
2784;2784;288.0;192.0;0.0;192.0;0.0;972.6;716.1;;37.91
2785;2785;;0.0;0.0;146.0;0.0;1069.0;801.0;28.0;29.16
2786;2786;165.0;0.0;143.6;163.8;0.0;1005.6;900.9;28.0;28.1
2787;2787;237.5;237.5;0.0;228.0;0.0;932.0;;180.0;44.52
2788;2788;304.0;76.0;0.0;228.0;0.0;932.0;670.0;270.0;21.5
2789;2789;231.8;0.0;121.6;174.0;6.7;1056.4;778.4;28.0;41.54
2790;2790;218.9;0.0;174.7;;10.2;1052.3;776.4;56.0;36.64
2791;2791;238.0;0.0;0.0;200.0;0.0;1119.0;789.0;28.0;21.06
